Name,Artist,Album,Track Number
Chocolate Elvis (Uptight Version),Tosca,Chocolate Elvis Dubs (Continuous Mix),5
Chocolate Elvis (Au Version),Tosca,Chocolate Elvis Dubs (Continuous Mix),6
Chocolate Elvis (Bullitnuts Version 2),Tosca,Chocolate Elvis Dubs (Continuous Mix),7
Chocolate Elvis (Baby Mammoth Version 1 + 2),Tosca,Chocolate Elvis Dubs (Continuous Mix),8
Chocolate Elvis (Quant Version),Tosca,Chocolate Elvis Dubs (Continuous Mix),9
Chocolate Elvis (Bullitnuts Version 1),Tosca,Chocolate Elvis Dubs (Continuous Mix),10
Chocolate Elvis (Baby Mammoth Gracelend Dub),Tosca,Chocolate Elvis Dubs (Continuous Mix),11
Rondo Acapricio,Tosca,JAC,1
Heidi Bruehl,Tosca,JAC,2
Superrob,Tosca,JAC,3
John Lee Huber,Tosca,JAC,4
Pyjama,Tosca,JAC,5
The Big Sleep,Tosca,JAC,6
Damentag,Tosca,JAC,7
Naschkatze,Tosca,JAC,8
Züri,Tosca,JAC,9
Sala,Tosca,JAC,10
Forte,Tosca,JAC,11
No More Olives,Tosca,JAC,12
All Of A Sudden,Ultramarine,A User's Guide,1
Surfacing,Ultramarine,A User's Guide,2
Sucker 4U,Ultramarine,A User's Guide,3
On the Brink,Ultramarine,A User's Guide,4
Zombie,Ultramarine,A User's Guide,5
By Turns,Ultramarine,A User's Guide,6
Ambush,Ultramarine,A User's Guide,7
4U Version,Ultramarine,A User's Guide,8
Ghost Routine,Ultramarine,A User's Guide,9
What Machines Want,Ultramarine,A User's Guide,10
Chelsea Bridge,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,1
The Cat Walk,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,2
Sunday,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,3
Who's Got Rhythm,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,4
Tell Me When,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,5
Go Home,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,6
In A Mellotone,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,7
What Is This Thing Called Love,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,8
For Bessie,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,9
Fajista,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,10
Blues In B Flat,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,11
On Sight,Kanye West,Yeezus,1
Black Skinhead,Kanye West,Yeezus,2
I Am A God,Kanye West,Yeezus,3
New Slaves,Kanye West,Yeezus,4
Hold My Liquor,Kanye West,Yeezus,5
I'm In It,Kanye West,Yeezus,6
Blood On The Leaves,Kanye West,Yeezus,7
Guilt Trip,Kanye West,Yeezus,8
Send It Up,Kanye West,Yeezus,9
Bound 2,Kanye West,Yeezus,10
This Train,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),1
Up Above My Head I Hear Music In the Air,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),2
Heaven Is Not My Home,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),3
Ain't No Grave to Hold My Body Down,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),4
Precious Memories,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),5
Down By the Riverside,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),6
Beams of Heaven,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),7
I Heard My Mother Call My Name,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),8
Family Prayer,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),9
The Lord Followed Me,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),10
Stretch Out,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),11
My Journey to the Sky,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),12
The Natural Facts,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),13
Lay Down Your Soul,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),14
Teach Me Tonight,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),15
Were You There When They Crucified My Lord,Sister Rosetta Tharpe,Sister Rosetta Tharpe and the Spirit of Gospel (Vol. 4),16
Hard Time Killing Floor,Buddy Guy,Blues Singer,1
Crawlin' Kingsnake,Buddy Guy,Blues Singer,2
Lucy Mae Blues,Buddy Guy,Blues Singer,3
Can't See Baby,Buddy Guy,Blues Singer,4
I Love the Life I Live,Buddy Guy,Blues Singer,5
Louise McGhee,Buddy Guy,Blues Singer,6
Moanin' And Groanin',Buddy Guy,Blues Singer,7
Black Cat Blues,Buddy Guy,Blues Singer,8
Bad Life Blues,Buddy Guy,Blues Singer,9
Sally Mae,Buddy Guy,Blues Singer,10
Anna Lee,Buddy Guy,Blues Singer,11
Lonesome Home Blues,Buddy Guy,Blues Singer,12
Revolutionary Intro,Immortal Technique,Revolutionary Vol. 2,1
Point of No Return,Immortal Technique,Revolutionary Vol. 2,2
Peruvian Cocaine,Immortal Technique,Revolutionary Vol. 2,3
Harlem Streets,Immortal Technique,Revolutionary Vol. 2,4
Obnoxious,Immortal Technique,Revolutionary Vol. 2,5
The Message & the Money,Immortal Technique,Revolutionary Vol. 2,6
Industrial Revolution,Immortal Technique,Revolutionary Vol. 2,7
Crossing the Boundary,Immortal Technique,Revolutionary Vol. 2,8
Sierra Maestra,Immortal Technique,Revolutionary Vol. 2,9
The 4th Branch,Immortal Technique,Revolutionary Vol. 2,10
Internally Bleeding,Immortal Technique,Revolutionary Vol. 2,11
Homeland & Hip Hop,Immortal Technique,Revolutionary Vol. 2,12
The Cause of Death,Immortal Technique,Revolutionary Vol. 2,13
Freedom of Speech,Immortal Technique,Revolutionary Vol. 2,14
Leaving the Past,Immortal Technique,Revolutionary Vol. 2,15
Truth's Razor,Immortal Technique,Revolutionary Vol. 2,16
You Never Know,Immortal Technique,Revolutionary Vol. 2,17
One (Remix),Immortal Technique,Revolutionary Vol. 2,18
A Man And The Blues,Buddy Guy,A Man And The Blues,1
I Can't Quit the Blues,Buddy Guy,A Man And The Blues,2
Money (That's What I Want),Buddy Guy,A Man And The Blues,3
One Room Country Shack,Buddy Guy,A Man And The Blues,4
Mary Had a Little Lamb,Buddy Guy,A Man And The Blues,5
Just Playing My Axe,Buddy Guy,A Man And The Blues,6
Sweet Little Angel,Buddy Guy,A Man And The Blues,7
"Worry, Worry",Buddy Guy,A Man And The Blues,8
Jam On A Monday Morning,Buddy Guy,A Man And The Blues,9
Mother and Child Reunion,Paul Simon,Paul Simon,1
Duncan,Paul Simon,Paul Simon,2
Everything Put Together Falls Apart,Paul Simon,Paul Simon,3
Run That Body Down,Paul Simon,Paul Simon,4
Armistice Day,Paul Simon,Paul Simon,5
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,6
Peace Like a River,Paul Simon,Paul Simon,7
Papa Hobo,Paul Simon,Paul Simon,8
Hobo's Blues,Paul Simon,Paul Simon,9
Paranoia Blues,Paul Simon,Paul Simon,10
Congratulations,Paul Simon,Paul Simon,11
Me and Julio Down by the Schoolyard (Demo - San Francisco 2/71),Paul Simon,Paul Simon,12
Duncan (Demo - San Francisco 2/71),Paul Simon,Paul Simon,13
Paranoia Blues (Unreleased Version),Paul Simon,Paul Simon,14
Night Life,Merle Haggard,Country Legends,1
Why Are You Always Picking on Me,Merle Haggard,Country Legends,2
I Don't Understand,Merle Haggard,Country Legends,3
Blame It on Time,Merle Haggard,Country Legends,4
Silver Wings,Merle Haggard,Country Legends,5
Hobo Bill,Merle Haggard,Country Legends,6
Swinging Doors,Merle Haggard,Country Legends,7
Today I Started Loving You Again,Merle Haggard,Country Legends,8
Movie Magg,Merle Haggard,Country Legends,9
Sure to Fall,Merle Haggard,Country Legends,10
All Mama's Children,Merle Haggard,Country Legends,11
Perkin's Wiggle,Merle Haggard,Country Legends,12
Track ID Anyone? (feat. Caribou),DJ Koze,Amygdala,1
Nices Wölkchen (feat. Apparat),DJ Koze,Amygdala,2
Royal Asscher Cut,DJ Koze,Amygdala,3
Magical Boy (feat. Matthew Dear),DJ Koze,Amygdala,4
Das Wort (feat. Dirk von Lowtzow),DJ Koze,Amygdala,5
Homesick (feat. Ada),DJ Koze,Amygdala,6
La Duquesa,DJ Koze,Amygdala,7
Marilyn Whirlwind,DJ Koze,Amygdala,8
My Plans (feat. Matthew Dear),DJ Koze,Amygdala,9
Don't Lose My Mind,DJ Koze,Amygdala,10
Amygdala (feat. Milosh),DJ Koze,Amygdala,11
Ich schreib' dir ein Buch 2013,DJ Koze,Amygdala,12
NooOoo (feat. Tomerle & Maiko),DJ Koze,Amygdala,13
Crusher Destroyer,Mastodon,Remission,1
March of the Fire Ants,Mastodon,Remission,2
Where Strides the Behemoth,Mastodon,Remission,3
Workhorse,Mastodon,Remission,4
Ol'e Nessie,Mastodon,Remission,5
Burning Man,Mastodon,Remission,6
Trainwreck,Mastodon,Remission,7
Trampled Under Hoof,Mastodon,Remission,8
Trilobite,Mastodon,Remission,9
Mother Puncher,Mastodon,Remission,10
Elephant Man,Mastodon,Remission,11
Roots Bloody Roots,Sepultura,Roots [Special Edition],1
Attitude,Sepultura,Roots [Special Edition],2
Cut-Throat,Sepultura,Roots [Special Edition],3
Ratamahatta,Sepultura,Roots [Special Edition],4
Breed Apart,Sepultura,Roots [Special Edition],5
Straighthate,Sepultura,Roots [Special Edition],6
Spit,Sepultura,Roots [Special Edition],7
Lookaway,Sepultura,Roots [Special Edition],8
Dusted,Sepultura,Roots [Special Edition],9
Born Stubborn,Sepultura,Roots [Special Edition],10
Jasco,Sepultura,Roots [Special Edition],11
Itsari,Sepultura,Roots [Special Edition],12
Ambush,Sepultura,Roots [Special Edition],13
Endangered Species,Sepultura,Roots [Special Edition],14
Dictatorshit,Sepultura,Roots [Special Edition],15
Canyon Jam,Sepultura,Roots [Special Edition],16
Procreation (Of The Wicked),Sepultura,Roots [Special Edition],17
Mine,Sepultura,Roots [Special Edition],18
War (Bob Marley cover),Sepultura,Roots [Special Edition],19
Lookaway (Master Vibe Mix),Sepultura,Roots [Special Edition],20
Mine (Andy Wallace Mix),Sepultura,Roots [Special Edition],21
Dusted (Demo),Sepultura,Roots [Special Edition],22
Roots Bloody Roots (Demo),Sepultura,Roots [Special Edition],23
R.D.P. (demo),Sepultura,Roots [Special Edition],24
Untitled (demo),Sepultura,Roots [Special Edition],25
Attitude (live at Ozzfest),Sepultura,Roots [Special Edition],26
Roots Bloody Roots (Megawatt Mix 1),Sepultura,Roots [Special Edition],27
Roots Bloody Roots (Megawatt Mix 2),Sepultura,Roots [Special Edition],28
Waves,Joey Bada$$,Waves,1
Enter The Void (feat. Ab-Soul),Joey Bada$$,Waves,2
Vinum Sabbathi,Electric Wizard,Dopethrone,1
Funerapolis,Electric Wizard,Dopethrone,2
Weird Tales,Electric Wizard,Dopethrone,3
Barbarian,Electric Wizard,Dopethrone,4
"I, The Witchfinder",Electric Wizard,Dopethrone,5
The Hills Have Eyes,Electric Wizard,Dopethrone,6
We Hate You,Electric Wizard,Dopethrone,7
Dopethrone,Electric Wizard,Dopethrone,8
Over My Dead Body,Drake,Take Care (Deluxe Version),1
Shot For Me,Drake,Take Care (Deluxe Version),2
Headlines,Drake,Take Care (Deluxe Version),3
Crew Love,Drake,Take Care (Deluxe Version),4
Take Care,Drake,Take Care (Deluxe Version),5
Marvins Room,Drake,Take Care (Deluxe Version),6
Buried Alive Interlude,Drake,Take Care (Deluxe Version),7
Under Ground Kings,Drake,Take Care (Deluxe Version),8
We'll Be Fine,Drake,Take Care (Deluxe Version),9
Make Me Proud,Drake,Take Care (Deluxe Version),10
Lord Knows,Drake,Take Care (Deluxe Version),11
Cameras / Good Ones Go Interlude,Drake,Take Care (Deluxe Version),12
Doing It Wrong,Drake,Take Care (Deluxe Version),13
The Real Her,Drake,Take Care (Deluxe Version),14
Look What You've Done,Drake,Take Care (Deluxe Version),15
HYFR (Hell Ya Fucking Right),Drake,Take Care (Deluxe Version),16
Practice,Drake,Take Care (Deluxe Version),17
The Ride,Drake,Take Care (Deluxe Version),18
Tell Me Something I Don't Know,The Thrills,Let's Bottle Bohemia,1
Whatever Happened To Corey Haim?,The Thrills,Let's Bottle Bohemia,2
Faded Beauty Queens,The Thrills,Let's Bottle Bohemia,3
Saturday Night,The Thrills,Let's Bottle Bohemia,4
Not For All The Love In The World,The Thrills,Let's Bottle Bohemia,5
Our Wasted Lives,The Thrills,Let's Bottle Bohemia,6
You Can't Fool Old Friends With Limousines,The Thrills,Let's Bottle Bohemia,7
Found My Rosebud,The Thrills,Let's Bottle Bohemia,8
The Curse Of Comfort,The Thrills,Let's Bottle Bohemia,9
The Irish Keep Gate-Crashing,The Thrills,Let's Bottle Bohemia,10
Un gelato al limon,Paolo Conte,Best Of Paolo Conte,1
Lo zio,Paolo Conte,Best Of Paolo Conte,2
Nord,Paolo Conte,Best Of Paolo Conte,3
Blue Tangos,Paolo Conte,Best Of Paolo Conte,4
Via con me,Paolo Conte,Best Of Paolo Conte,5
Hemingway,Paolo Conte,Best Of Paolo Conte,6
L'ultima donna,Paolo Conte,Best Of Paolo Conte,7
Parigi,Paolo Conte,Best Of Paolo Conte,8
Dancing,Paolo Conte,Best Of Paolo Conte,9
Alle prese con una verde milonga,Paolo Conte,Best Of Paolo Conte,10
La donna d'inverno,Paolo Conte,Best Of Paolo Conte,11
Gioco d'azzardo,Paolo Conte,Best Of Paolo Conte,12
Blue Haways,Paolo Conte,Best Of Paolo Conte,13
The Moldau,Friedrich Smetana,Maurice Ravel: Bolero,1
"Romeo & Juliet: Andante not tanto, quasi Moderato, Allegro, Molto meno mosso, Allegro giusto, Moderato assai",Pyotr Ilyich Tchaikovsky,Maurice Ravel: Bolero,2
Les Préludes,Franz Liszt,Maurice Ravel: Bolero,3
Bolero,Maurice Ravel,Maurice Ravel: Bolero,4
Only Shallow,My Bloody Valentine,Loveless,1
Loomer,My Bloody Valentine,Loveless,2
Touched,My Bloody Valentine,Loveless,3
To Here Knows When,My Bloody Valentine,Loveless,4
When You Sleep,My Bloody Valentine,Loveless,5
I Only Said,My Bloody Valentine,Loveless,6
Come In Alone,My Bloody Valentine,Loveless,7
Sometimes,My Bloody Valentine,Loveless,8
Blown A Wish,My Bloody Valentine,Loveless,9
What You Want,My Bloody Valentine,Loveless,10
Soon,My Bloody Valentine,Loveless,11
Bombs Away,Eels,"Wonderful, Glorious (Deluxe Edition)",1
Kinda Fuzzy,Eels,"Wonderful, Glorious (Deluxe Edition)",2
Accident Prone,Eels,"Wonderful, Glorious (Deluxe Edition)",3
Peach Blossom,Eels,"Wonderful, Glorious (Deluxe Edition)",4
On the Ropes,Eels,"Wonderful, Glorious (Deluxe Edition)",5
The Turnaround,Eels,"Wonderful, Glorious (Deluxe Edition)",6
New Alphabet,Eels,"Wonderful, Glorious (Deluxe Edition)",7
Stick Together,Eels,"Wonderful, Glorious (Deluxe Edition)",8
True Original,Eels,"Wonderful, Glorious (Deluxe Edition)",9
Open My Present,Eels,"Wonderful, Glorious (Deluxe Edition)",10
You're My Friend,Eels,"Wonderful, Glorious (Deluxe Edition)",11
I Am Building a Shrine,Eels,"Wonderful, Glorious (Deluxe Edition)",12
"Wonderful, Glorious",Eels,"Wonderful, Glorious (Deluxe Edition)",13
Hold On to Your Hat,Eels,"Wonderful, Glorious (Deluxe Edition)",14
Your Mama Warned You,Eels,"Wonderful, Glorious (Deluxe Edition)",15
I'm Your Brave Little Soldier,Eels,"Wonderful, Glorious (Deluxe Edition)",16
There's Something Strange,Eels,"Wonderful, Glorious (Deluxe Edition)",17
Happy Hour (We're Gonna Rock),Eels,"Wonderful, Glorious (Deluxe Edition)",18
That's Not Really Funny (Live 2011),Eels,"Wonderful, Glorious (Deluxe Edition)",19
In My Dreams (Live 2010),Eels,"Wonderful, Glorious (Deluxe Edition)",20
Prizefighter (Live 2010),Eels,"Wonderful, Glorious (Deluxe Edition)",21
Looking Up (Live 2011),Eels,"Wonderful, Glorious (Deluxe Edition)",22
What I Have to Offer (Live at KEXP),Eels,"Wonderful, Glorious (Deluxe Edition)",23
I Like the Way This Is Going (Live at KEXP),Eels,"Wonderful, Glorious (Deluxe Edition)",24
Spectacular Girl (Live at KEXP),Eels,"Wonderful, Glorious (Deluxe Edition)",25
Summer in the City (Live at KEXP),Eels,"Wonderful, Glorious (Deluxe Edition)",26
Disorder (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],1
Day Of The Lords (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],2
Candidate (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],3
Insight (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],4
New Dawn Fades (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],5
She's Lost Control (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],6
Shadowplay (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],7
Wilderness (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],8
Interzone (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],9
I Remember Nothing (2007 Remastered Version),Joy Division,Unknown Pleasures [Collector's Edition],10
"Dead Souls - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],11
"The Only Mistake - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],12
"Insight - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],13
"Candidate - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],14
"Wilderness - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],15
"She's Lost Control - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],16
"Shadowplay - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],17
"Disorder - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],18
"Interzone - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],19
"Atrocity Exhibition - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],20
"Novelty - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],21
"Transmission - [The Factory, Manchester Live 11 April 1980] (- The Factory, Manchester Live 11 April 1980)",Joy Division,Unknown Pleasures [Collector's Edition],22
Hard Travelin',Ramblin' Jack Elliott,Hard Travelin',1
Grand Coulee Dam,Ramblin' Jack Elliott,Hard Travelin',2
New York Town,Ramblin' Jack Elliott,Hard Travelin',3
Tom Joad,Ramblin' Jack Elliott,Hard Travelin',4
Howdido,Ramblin' Jack Elliott,Hard Travelin',5
Talking Dust Bowl,Ramblin' Jack Elliott,Hard Travelin',6
This Land Is Your Land,Ramblin' Jack Elliott,Hard Travelin',7
Pretty Boy Floyd,Ramblin' Jack Elliott,Hard Travelin',8
Philadelphia Lawyer,Ramblin' Jack Elliott,Hard Travelin',9
Talking Columbia,Ramblin' Jack Elliott,Hard Travelin',10
Dust Storm Disaster,Ramblin' Jack Elliott,Hard Travelin',11
Riding In My Car,Ramblin' Jack Elliott,Hard Travelin',12
1913 Massacre,Ramblin' Jack Elliott,Hard Travelin',13
So Long,Ramblin' Jack Elliott,Hard Travelin',14
Sadie Brown,Ramblin' Jack Elliott,Hard Travelin',15
East Virginia Blues,Ramblin' Jack Elliott,Hard Travelin',16
I Belong To Glasgow,Ramblin' Jack Elliott,Hard Travelin',17
The Cuckoo,Ramblin' Jack Elliott,Hard Travelin',18
Roll In My Sweet Baby's Arms,Ramblin' Jack Elliott,Hard Travelin',19
South Coast,Ramblin' Jack Elliott,Hard Travelin',20
San Francisco Bay Blues,Ramblin' Jack Elliott,Hard Travelin',21
The Last Letter,Ramblin' Jack Elliott,Hard Travelin',22
Candy Man,Ramblin' Jack Elliott,Hard Travelin',23
A Tramp On The Street,Ramblin' Jack Elliott,Hard Travelin',24
Railroad Bill,Ramblin' Jack Elliott,Hard Travelin',25
We Share Our Mothers' Health,The Knife,We Share Our Mothers' Health,1
We Share Our Mothers' Health (Trentemøller Remix),The Knife,We Share Our Mothers' Health,2
We Share Our Mothers' Health (Radio Slave's Secret Base Remix),The Knife,We Share Our Mothers' Health,3
We Share Our Mothers' Health (Ratatat Remix),The Knife,We Share Our Mothers' Health,4
We Share Our Mothers' Health,The Knife,We Share Our Mothers' Health,5
Long Live A$AP,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),1
Goldie,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),2
PMW (All I Really Need) [feat. Schoolboy Q],A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),3
LVL,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),4
Hell [feat. Santigold],A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),5
Pain [feat. Overdoz],A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),6
"F**kin' Problems [feat. Drake, 2 Chainz & Kendrick Lamar]",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),7
Wild For The Night [feat. Skrillex & Birdy Nam Nam],A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),8
"1Train [feat. Kendrick Lamar, Joey Badass, Yelawolf, Danny Brown]",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),9
Fashion Killa,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),10
Phoenix,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),11
Suddenly,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),12
Jodye,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),13
Ghetto Symphony [feat. Gunplay & a$AP],A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),14
Angels,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),15
I Come Apart [feat. Florence Welch],A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),16
The Silver Tongued Devil And I (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,1
Jody And The Kid (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,2
Billy Dee,Kris Kristofferson,The Silver Toungued Devil And I,3
Good Christian Soldier (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,4
Breakdown (A Long Way From Home),Kris Kristofferson,The Silver Toungued Devil And I,5
Loving Her Was Easier (THAN ANYTHING I'LL EVER DO AGAIN) (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,6
The Taker (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,7
When I Loved Her (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,8
The Pilgrim - Chapter 33 (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,9
Epitaph (Black And Blue) (Album Version),Kris Kristofferson,The Silver Toungued Devil And I,10
O Tannenbaum,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),1
What Child Is This,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),2
My Little Drum,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),3
Linus & Lucy,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),4
Christmastime Is Here (Instrumental),Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),5
Christmastime Is Here (Vocal),Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),6
Skating,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),7
Hark The Herald Angels Sing,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),8
Christmas Is Coming,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),9
Für Elise,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),10
The Christmas Song,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),11
Greensleeves,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),12
Christmas Is Coming (Alternate Take 1),Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),13
The Christmas Song (Alternate Take 3),Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),14
Greensleeves (Alternate Take 6),Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),15
Christmastime Is Here (Alternate Vocal Take 5),Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),16
Winged,James Russo,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,1
Django,"Luis Bacalov, Rocky Roberts",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,2
The Braying Mule,Ennio Morricone,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,3
"""In The Case Django, After You...""","Christoph Waltz, Jamie Foxx",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,4
Lo Chiamavano King (His Name Is King),"Luis Bacalov, Edda Orso",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,5
Five-Thousand-Dollar Nigga's And Gummy Mouth Bitches,"Don Johnson, Christoph Waltz",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,6
La Corsa (2nd Version),Luis Bacalov,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,7
Sneaky Schultz And The Demise Of Sharp,Don Straud,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,8
Sister Sara's Theme,Ennio Morricone,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,9
Unchained (The Payback / Untouchable),"James Brown, 2Pac",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,10
Too Old To Die Young,Brother Dege (AKA Dege Legg),Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,11
Stephen The Poker Player,"Samuel L. Jackson, Jamie Foxx",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,12
Un Monumento,Ennio Morricone,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,13
Six Shots Two Guns,"Samuel L. Jackson, Jamie Foxx",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,14
Freedom,"Anthony Hamilton, Elayna Boynton",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
I Got A Name,Jim Croce,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
I Giorni Dell’ira,Riziero Ortolani,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
100 Black Coffins,Rick Ross,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
Nicaragua,Jerry Goldsmith,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
